,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_vaccinations,people_fully_vaccinated_per_hundred
99267,2021-07-29,4336906.0,6167.0,128029.0,19.0,73208.674,104.101,2161.18,0.321,67938532.0,52.43
99268,2021-07-30,4343519.0,6613.0,128047.0,18.0,73320.304,111.63,2161.484,0.304,68455076.0,52.99
99269,2021-07-31,4350028.0,6509.0,128063.0,16.0,73430.178,109.874,2161.754,0.27,68888006.0,53.46
99270,2021-08-01,4355348.0,5320.0,128068.0,5.0,73519.982,89.804,2161.838,0.084,69184601.0,53.77
99271,2021-08-02,4358533.0,3185.0,128088.0,20.0,73573.746,53.764,2162.176,0.338,69662706.0,54.32
99272,2021-08-03,4363374.0,4841.0,128115.0,27.0,73655.464,81.718,2162.631,0.456,70131989.0,54.85
99273,2021-08-04,4369964.0,6590.0,128136.0,21.0,73766.706,111.242,2162.986,0.354,70610500.0,55.36
99274,2021-08-05,4377188.0,7224.0,128163.0,27.0,73888.65,121.944,2163.442,0.456,71072991.0,55.84
99275,2021-08-06,4383787.0,6599.0,128187.0,24.0,74000.044,111.394,2163.847,0.405,71513367.0,56.26
99276,2021-08-07,4390684.0,6897.0,128209.0,22.0,74116.468,116.424,2164.218,0.371,71859003.0,56.58
99277,2021-08-08,4396417.0,5733.0,128220.0,11.0,74213.243,96.775,2164.404,0.186,72118808.0,56.83
99278,2021-08-09,4400617.0,4200.0,128242.0,22.0,74284.141,70.898,2164.775,0.371,72526613.0,57.21
99279,2021-08-10,4406241.0,5624.0,128273.0,31.0,74379.076,94.935,2165.299,0.523,72904710.0,57.54
99280,2021-08-11,4413162.0,6921.0,128304.0,31.0,74495.905,116.829,2165.822,0.523,73264014.0,57.85
99281,2021-08-12,4420429.0,7267.0,128334.0,30.0,74618.575,122.67,2166.328,0.506,73603318.0,58.11
99282,2021-08-13,4427827.0,7398.0,128379.0,45.0,74743.456,124.881,2167.088,0.76,73900513.0,58.35
99283,2021-08-14,4435008.0,7181.0,128413.0,34.0,74864.674,121.218,2167.662,0.574,74029379.0,58.45
99284,2021-08-15,4440669.0,5661.0,128432.0,19.0,74960.234,95.56,2167.983,0.321,74082340.0,58.5
99285,2021-08-16,4444338.0,3669.0,128456.0,24.0,75022.168,61.934,2168.388,0.405,74317611.0,58.68
99286,2021-08-17,4449606.0,5268.0,128510.0,54.0,75111.094,88.926,2169.299,0.912,74569176.0,58.88
99287,2021-08-18,4456765.0,7159.0,128579.0,69.0,75231.941,120.847,2170.464,1.165,74829273.0,59.08
99288,2021-08-19,4464005.0,7240.0,128634.0,55.0,75354.155,122.214,2171.392,0.928,75072007.0,59.28
99289,2021-08-20,4471225.0,7220.0,128683.0,49.0,75476.031,121.876,2172.219,0.827,75303868.0,59.48
99290,2021-08-21,4478691.0,7466.0,128728.0,45.0,75602.06,126.029,2172.979,0.76,75460448.0,59.61
99291,2021-08-22,4484613.0,5922.0,128751.0,23.0,75702.026,99.966,2173.367,0.388,75573853.0,59.72
99292,2021-08-23,4488779.0,4166.0,128795.0,44.0,75772.35,70.324,2174.11,0.743,75884989.0,60.0
99293,2021-08-24,4494857.0,6078.0,128855.0,60.0,75874.949,102.599,2175.123,1.013,76166288.0,60.24
99294,2021-08-25,4502396.0,7539.0,128914.0,59.0,76002.21,127.261,2176.119,0.996,76461842.0,60.52
99295,2021-08-26,4509611.0,7215.0,128957.0,43.0,76124.002,121.792,2176.845,0.726,76744273.0,60.8
99296,2021-08-27,4517434.0,7823.0,129002.0,45.0,76256.057,132.055,2177.604,0.76,77035443.0,61.09
99297,2021-08-28,4524292.0,6858.0,129056.0,54.0,76371.823,115.766,2178.516,0.912,77263087.0,61.32
99298,2021-08-29,4530246.0,5954.0,129093.0,37.0,76472.329,100.506,2179.14,0.625,77424365.0,61.48
99299,2021-08-30,4534499.0,4253.0,129146.0,53.0,76544.121,71.792,2180.035,0.895,77775283.0,61.81
99300,2021-08-31,4539991.0,5492.0,129221.0,75.0,76636.828,92.707,2181.301,1.266,78099837.0,62.11
99301,2021-09-01,4546487.0,6496.0,129290.0,69.0,76746.483,109.655,2182.466,1.165,78414354.0,62.42
99302,2021-09-02,4553241.0,6754.0,129352.0,62.0,76860.494,114.01,2183.512,1.047,78713396.0,62.72
99303,2021-09-03,4559970.0,6729.0,129410.0,58.0,76974.082,113.588,2184.492,0.979,79009973.0,63.03
99304,2021-09-04,4566126.0,6156.0,129466.0,56.0,77077.997,103.916,2185.437,0.945,79231106.0,63.23
99305,2021-09-05,4571440.0,5314.0,129515.0,49.0,77167.7,89.702,2186.264,0.827,79374522.0,63.37
99306,2021-09-06,4574787.0,3347.0,129567.0,52.0,77224.198,56.499,2187.142,0.878,79664912.0,63.68
99307,2021-09-07,4579502.0,4715.0,129638.0,71.0,77303.789,79.591,2188.34,1.199,79948207.0,64.0
99308,2021-09-08,4585423.0,5921.0,129707.0,69.0,77403.738,99.949,2189.505,1.165,80220209.0,64.3
99309,2021-09-09,4590941.0,5518.0,129766.0,59.0,77496.884,93.146,2190.501,0.996,80498970.0,64.63
99310,2021-09-10,4596558.0,5617.0,129828.0,62.0,77591.701,94.817,2191.548,1.047,80773160.0,64.94
99311,2021-09-11,4601749.0,5191.0,129885.0,57.0,77679.328,87.626,2192.51,0.962,80978582.0,65.17
99312,2021-09-12,4606413.0,4664.0,129919.0,34.0,77758.058,78.73,2193.084,0.574,81111017.0,65.31
99313,2021-09-13,4609205.0,2792.0,129955.0,36.0,77805.188,47.13,2193.691,0.608,81367926.0,65.62
99314,2021-09-14,4613214.0,4009.0,130027.0,72.0,77872.861,67.673,2194.907,1.215,81607813.0,65.91
99315,2021-09-15,4618040.0,4826.0,130100.0,73.0,77954.326,81.465,2196.139,1.232,81831918.0,66.17
99316,2021-09-16,4623155.0,5115.0,130167.0,67.0,78040.669,86.343,2197.27,1.131,82048490.0,66.43
99317,2021-09-17,4627699.0,4544.0,130233.0,66.0,78117.374,76.705,2198.384,1.114,82267410.0,66.67
99318,2021-09-18,4632275.0,4576.0,130284.0,51.0,78194.618,77.245,2199.245,0.861,82474735.0,66.88
99319,2021-09-19,4636111.0,3836.0,130310.0,26.0,78259.372,64.753,2199.684,0.439,82605785.0,67.01
99320,2021-09-20,4638516.0,2405.0,130354.0,44.0,78299.969,40.597,2200.427,0.743,82872868.0,67.3
99321,2021-09-21,4641890.0,3374.0,130421.0,67.0,78356.923,56.954,2201.558,1.131,83129394.0,67.57
99322,2021-09-22,4645853.0,3963.0,130488.0,67.0,78423.82,66.897,2202.689,1.131,83381671.0,67.82
99323,2021-09-23,4649906.0,4053.0,130551.0,63.0,78492.237,68.416,2203.752,1.063,83612050.0,68.05
99324,2021-09-24,4653696.0,3790.0,130603.0,52.0,78556.213,63.977,2204.63,0.878,83847669.0,68.27
99325,2021-09-25,4657215.0,3519.0,130653.0,50.0,78615.615,59.402,2205.474,0.844,84052955.0,68.46
99326,2021-09-26,4660314.0,3099.0,130697.0,44.0,78667.928,52.312,2206.217,0.743,84180551.0,68.58
99327,2021-09-27,4662087.0,1773.0,130742.0,45.0,78697.857,29.929,2206.976,0.76,84402917.0,68.79
99328,2021-09-28,4665049.0,2962.0,130807.0,65.0,78747.856,50.0,2208.073,1.097,84605518.0,68.98
99329,2021-09-29,4668261.0,3212.0,130870.0,63.0,78802.076,54.22,2209.137,1.063,84803142.0,69.16
99330,2021-09-30,4672355.0,4094.0,130921.0,51.0,78871.185,69.108,2209.998,0.861,85007640.0,69.33
99331,2021-10-01,4675758.0,3403.0,130973.0,52.0,78928.629,57.444,2210.876,0.878,85184511.0,69.48
99332,2021-10-02,4679067.0,3309.0,130998.0,25.0,78984.486,55.857,2211.298,0.422,85335033.0,69.61
99333,2021-10-03,4682034.0,2967.0,131031.0,33.0,79034.57,50.084,2211.855,0.557,85421218.0,69.68
99334,2021-10-04,4683646.0,1612.0,131068.0,37.0,79061.781,27.211,2212.479,0.625,85596795.0,69.83
99335,2021-10-05,4686109.0,2463.0,131118.0,50.0,79103.357,41.576,2213.323,0.844,85763174.0,69.95
99336,2021-10-06,4689341.0,3232.0,131157.0,39.0,79157.915,54.557,2213.982,0.658,85922658.0,70.07
99337,2021-10-07,4692274.0,2933.0,131198.0,41.0,79207.425,49.51,2214.674,0.692,86083699.0,70.18
99338,2021-10-08,4695291.0,3017.0,131228.0,30.0,79258.353,50.928,2215.18,0.506,86256571.0,70.31
99339,2021-10-09,4698038.0,2747.0,131274.0,46.0,79304.724,46.37,2215.957,0.776,86405080.0,70.43
99340,2021-10-10,4700316.0,2278.0,131301.0,27.0,79343.177,38.454,2216.412,0.456,86490428.0,70.5
99341,2021-10-11,4701832.0,1516.0,131335.0,34.0,79368.768,25.591,2216.986,0.574,86673726.0,70.64
99342,2021-10-12,4704318.0,2486.0,131384.0,49.0,79410.733,41.965,2217.813,0.827,86863552.0,70.77
99343,2021-10-13,4707087.0,2769.0,131421.0,37.0,79457.474,46.742,2218.438,0.625,87068865.0,70.92
99344,2021-10-14,4709753.0,2666.0,131461.0,40.0,79502.477,45.003,2219.113,0.675,87294505.0,71.06
99345,2021-10-15,4712482.0,2729.0,131503.0,42.0,79548.544,46.067,2219.822,0.709,87514318.0,71.21
99346,2021-10-16,4715464.0,2982.0,131517.0,14.0,79598.881,50.337,2220.059,0.236,87685747.0,71.34
99347,2021-10-17,4717899.0,2435.0,131541.0,24.0,79639.985,41.104,2220.464,0.405,87789837.0,71.42
99348,2021-10-18,4719493.0,1594.0,131585.0,44.0,79666.892,26.907,2221.206,0.743,87987247.0,71.57
99349,2021-10-19,4722188.0,2695.0,131655.0,70.0,79712.385,45.493,2222.388,1.182,88173619.0,71.69
99350,2021-10-20,4725887.0,3699.0,131688.0,33.0,79774.826,62.441,2222.945,0.557,88361829.0,71.81
99351,2021-10-21,4729678.0,3791.0,131724.0,36.0,79838.819,63.994,2223.553,0.608,88553804.0,71.94
99352,2021-10-22,4733557.0,3879.0,131763.0,39.0,79904.298,65.479,2224.211,0.658,88734539.0,72.06
99353,2021-10-23,4737462.0,3905.0,131802.0,39.0,79970.216,65.918,2224.869,0.658,88868356.0,72.16
99354,2021-10-24,4741185.0,3723.0,131826.0,24.0,80033.062,62.846,2225.275,0.405,88936025.0,72.21
99355,2021-10-25,4743720.0,2535.0,131856.0,30.0,80075.854,42.792,2225.781,0.506,89106218.0,72.31
99356,2021-10-26,4747773.0,4053.0,131904.0,48.0,80144.27,68.416,2226.591,0.81,89277864.0,72.41
99357,2021-10-27,4752368.0,4595.0,131954.0,50.0,80221.835,77.565,2227.435,0.844,89461399.0,72.5
99358,2021-10-28,4757231.0,4863.0,132004.0,50.0,80303.925,82.089,2228.279,0.844,89657274.0,72.6
99359,2021-10-29,4762563.0,5332.0,132037.0,33.0,80393.931,90.006,2228.836,0.557,89840756.0,72.7
99360,2021-10-30,4767440.0,4877.0,132074.0,37.0,80476.257,82.326,2229.461,0.625,89975087.0,72.78
99361,2021-10-31,4771965.0,4525.0,132100.0,26.0,80552.64,76.384,2229.9,0.439,90035989.0,72.82
99362,2021-11-01,4774783.0,2818.0,132120.0,20.0,80600.209,47.569,2230.237,0.338,90088692.0,72.86
99363,2021-11-02,4777614.0,2831.0,132161.0,41.0,80647.998,47.788,2230.93,0.692,90257301.0,72.96
99364,2021-11-03,4782802.0,5188.0,132224.0,63.0,80735.573,87.575,2231.993,1.063,90453613.0,73.06
99365,2021-11-04,4788704.0,5902.0,132283.0,59.0,80835.201,99.628,2232.989,0.996,90657070.0,73.15
99366,2021-11-05,4795465.0,6761.0,132334.0,51.0,80949.33,114.128,2233.85,0.861,90873523.0,73.26
99367,2021-11-06,4802225.0,6760.0,132365.0,31.0,81063.441,114.111,2234.373,0.523,91026572.0,73.33
99368,2021-11-07,4808047.0,5822.0,132391.0,26.0,81161.719,98.278,2234.812,0.439,91093809.0,73.37
99369,2021-11-08,4812594.0,4547.0,132423.0,32.0,81238.474,76.755,2235.352,0.54,91294976.0,73.45
99370,2021-11-09,4818705.0,6111.0,132491.0,68.0,81341.63,103.156,2236.5,1.148,91502433.0,73.53
99371,2021-11-10,4826738.0,8033.0,132551.0,60.0,81477.23,135.6,2237.513,1.013,91720092.0,73.6
99372,2021-11-11,4835435.0,8697.0,132618.0,67.0,81624.039,146.809,2238.644,1.131,91939074.0,73.67
99373,2021-11-12,4843957.0,8522.0,132686.0,68.0,81767.894,143.855,2239.792,1.148,92162913.0,73.74
99374,2021-11-13,4852496.0,8539.0,132739.0,53.0,81912.035,144.142,2240.686,0.895,92330169.0,73.8
99375,2021-11-14,4860061.0,7565.0,132775.0,36.0,82039.735,127.7,2241.294,0.608,92404357.0,73.82
99376,2021-11-15,4865260.0,5199.0,132819.0,44.0,82127.497,87.761,2242.037,0.743,92616710.0,73.88
99377,2021-11-16,4873075.0,7815.0,132893.0,74.0,82259.417,131.92,2243.286,1.249,92836383.0,73.93
99378,2021-11-17,4883242.0,10167.0,132965.0,72.0,82431.04,171.623,2244.501,1.215,93061060.0,73.98
99379,2021-11-18,4893887.0,10645.0,133034.0,69.0,82610.732,179.692,2245.666,1.165,93305323.0,74.03
99380,2021-11-19,4904441.0,10554.0,133082.0,48.0,82788.887,178.156,2246.476,0.81,93560031.0,74.07
99381,2021-11-20,4915981.0,11540.0,133131.0,49.0,82983.687,194.8,2247.303,0.827,93754910.0,74.11
99382,2021-11-21,4925688.0,9707.0,133177.0,46.0,83147.545,163.858,2248.08,0.776,93838828.0,74.12
99383,2021-11-22,4932091.0,6403.0,133247.0,70.0,83255.63,108.085,2249.262,1.182,94095104.0,74.16
99384,2021-11-23,4942135.0,10044.0,133330.0,83.0,83425.177,169.547,2250.663,1.401,94381074.0,74.2
99385,2021-11-24,4954585.0,12450.0,133415.0,85.0,83635.338,210.161,2252.098,1.435,94700829.0,74.24
99386,2021-11-25,4968341.0,13756.0,133486.0,71.0,83867.544,232.207,2253.296,1.199,95051854.0,74.28
99387,2021-11-26,4982022.0,13681.0,133537.0,51.0,84098.485,230.941,2254.157,0.861,95422676.0,74.32
99388,2021-11-27,4994891.0,12869.0,133627.0,90.0,84315.719,217.234,2255.676,1.519,95738239.0,74.35
99389,2021-11-28,5007818.0,12927.0,133674.0,47.0,84533.932,218.213,2256.47,0.793,95899719.0,74.36
99390,2021-11-29,5015790.0,7972.0,133739.0,65.0,84668.502,134.57,2257.567,1.097,96279994.0,74.4
99391,2021-11-30,5028547.0,12757.0,133828.0,89.0,84883.845,215.343,2259.069,1.502,96699922.0,74.43
99392,2021-12-01,5043620.0,15073.0,133931.0,103.0,85138.283,254.438,2260.808,1.739,97165247.0,74.47
99393,2021-12-02,5060430.0,16810.0,134003.0,72.0,85422.043,283.759,2262.023,1.215,97660592.0,74.5
99394,2021-12-03,5077445.0,17015.0,134077.0,74.0,85709.263,287.22,2263.272,1.249,98185629.0,74.54
99395,2021-12-04,5094072.0,16627.0,134152.0,75.0,85989.933,280.67,2264.538,1.266,98656757.0,74.57
99396,2021-12-05,5109082.0,15010.0,134195.0,43.0,86243.308,253.375,2265.264,0.726,98951532.0,74.59
99397,2021-12-06,5118576.0,9494.0,134287.0,92.0,86403.57,160.262,2266.817,1.553,99476166.0,74.63
99398,2021-12-07,5134318.0,15742.0,134386.0,99.0,86669.301,265.731,2268.488,1.671,100020162.0,74.66
99399,2021-12-08,5152264.0,17946.0,134472.0,86.0,86972.237,302.936,2269.94,1.452,100301742.0,74.68
99400,2021-12-09,5164780.0,12516.0,134551.0,79.0,87183.512,211.275,2271.274,1.334,100860268.0,74.73
99401,2021-12-10,5185270.0,20490.0,134669.0,118.0,87529.391,345.879,2273.266,1.992,101439183.0,74.77
